polish,english,category,subtext,accepted_answers,frequency_rank
ostrożna,cautious,adjective,(also: ostrożni),"[""cautious"",""ostrożna"",""ostrozna"",""ostrożni"",""ostrozni""]",385
dokument,document,misc,,"[""document""]",386
wytrzymam,I can stand,misc,,"[""i can stand""]",388
ramionach,arms,misc,,"[""arms""]",389
skurwysyn,contraction,misc,,"[""contraction""]",390
she,she,misc,,"[""she""]",391
duncan,duncan,misc,,"[""duncan""]",392
usłyszy,hears,misc,,"[""hears""]",393
nazwisk,names,misc,(also: nazwy),"[""names"",""nazwisk"",""nazwy""]",394
francis,francis,misc,,"[""francis""]",395
głównego,main,misc,"(also: główne, główna, głównych)","[""main"",""głównego"",""glownego"",""główne"",""glowne"",""główna"",""glowna"",""głównych"",""glownych""]",396
ciasta,cakes,misc,,"[""cakes""]",397
denny,bottom,adjective,(also: dołu),"[""bottom"",""denny"",""dołu"",""dolu""]",398
wersję,version,misc,,"[""version""]",399
laskę,cane,misc,,"[""cane""]",400
tragedia,tragedy,misc,,"[""tragedy""]",401
naomi,naomi,misc,,"[""naomi""]",402
olivia,olivia,misc,,"[""olivia""]",403
górach,mountains,misc,,"[""mountains""]",404
legenda,legend,misc,,"[""legend""]",405
ratunku,rescue,misc,(also: uratowanie),"[""rescue"",""ratunku"",""uratowanie""]",406
zniszczony,destroyed,adjective,(also: zniszczona),"[""destroyed"",""zniszczony"",""zniszczona""]",407
idioci,idiots,misc,,"[""idiots""]",408
pieprzonym,fucking,misc,"(also: pieprzoną, pierdolone, jebane, pieprzonego)","[""fucking"",""pieprzonym"",""pieprzoną"",""pieprzona"",""pierdolone"",""jebane"",""pieprzonego""]",409
kłamstw,lies,misc,,"[""lies""]",410
guzik,button,misc,(also: przycisk),"[""button"",""guzik"",""przycisk""]",411
oglądam,I'm watching,misc,,"[""i'm watching""]",412
jestesmy,we are,misc,,"[""we are""]",414
rodzicom,to parents,misc,,"[""to parents"",""parents""]",415
zawody,competition,misc,,"[""competition""]",416
światowej,worldwide,misc,,"[""worldwide""]",417
podobał,liked,misc,"(also: spodobało, lubiła, podobała, lubiłam)","[""liked"",""podobał"",""podobal"",""spodobało"",""spodobalo"",""lubiła"",""lubila"",""podobała"",""podobala"",""lubiłam"",""lubilam""]",418
złej,bad,misc,,"[""bad""]",419
umyć,wash,verb,,"[""wash""]",420
papierosy,cigarettes,misc,,"[""cigarettes""]",421
twej,your,misc,"(also: pańskich, wasi, twoj, twych, twą, twym)","[""your"",""twej"",""pańskich"",""panskich"",""wasi"",""twoj"",""twych"",""twą"",""twa"",""twym""]",422
ran,wounds,misc,,"[""wounds""]",423
wyszli,came out,misc,,"[""came out""]",424
kręcić,spin,verb,,"[""spin""]",425
stale,constantly,misc,,"[""constantly""]",426
przyjechaliśmy,we arrived,misc,"(also: dotarliśmy, przybyliśmy)","[""we arrived"",""przyjechaliśmy"",""przyjechalismy"",""dotarliśmy"",""dotarlismy"",""przybyliśmy"",""przybylismy""]",427
nikki,nikki,misc,,"[""nikki""]",428
stoimy,we stand,misc,,"[""we stand""]",429
cierpienie,suffering,noun,,"[""suffering""]",431
mna,mna,adjective,,"[""mna""]",432
gdybyście,if you,noun,,"[""if you""]",433
zastąpić,replace,verb,(also: wymienić),"[""replace"",""zastąpić"",""zastapic"",""wymienić"",""wymienic""]",434
wróciliśmy,we're back,misc,,"[""we're back""]",435
ulica,street,misc,,"[""street""]",436
mitchell,mitchell,misc,,"[""mitchell""]",437
ogniem,fire,misc,(also: ogniu),"[""fire"",""ogniem"",""ogniu""]",438
obowiązków,responsibilities,misc,,"[""responsibilities""]",439
gabinecie,office,noun,"(also: gabinetu, urzędu, urząd)","[""office"",""gabinecie"",""gabinetu"",""urzędu"",""urzedu"",""urząd"",""urzad""]",440
ciemność,darkness,noun,,"[""darkness""]",442
torbie,bag,misc,"(also: torebkę, torba, worek)","[""bag"",""torbie"",""torebkę"",""torebke"",""torba"",""worek""]",443
koty,cats,misc,,"[""cats""]",444
media,media,misc,,"[""media""]",445
społeczności,communities,misc,,"[""communities""]",446
ryb,fish,misc,(also: rybę),"[""fish"",""ryb"",""rybę"",""rybe""]",447
wysłuchaj,listen to,misc,"(also: przesłuchać, posłucha)","[""listen to"",""wysłuchaj"",""wysluchaj"",""przesłuchać"",""przesluchac"",""posłucha"",""poslucha""]",448
potężny,powerful,adjective,,"[""powerful""]",449
komputerze,computer,adverb,,"[""computer""]",450
prawą,right,misc,"(also: słuszne, right)","[""right"",""prawą"",""prawa"",""słuszne"",""sluszne""]",451
pozwoliła,allowed,misc,(also: pozwolili),"[""allowed"",""pozwoliła"",""pozwolila"",""pozwolili""]",452
byla,was,misc,,"[""was""]",453
deser,dessert,misc,,"[""dessert""]",454
ukrycia,hides,misc,(also: kryje),"[""hides"",""ukrycia"",""kryje""]",455
zdarzają,happen,misc,"(also: wydarzyć, dzieją)","[""happen"",""zdarzają"",""zdarzaja"",""wydarzyć"",""wydarzyc"",""dzieją"",""dzieja""]",456
zbliżyć,approach,verb,"(also: zbliżaj, zbliżają)","[""approach"",""zbliżyć"",""zblizyc"",""zbliżaj"",""zblizaj"",""zbliżają"",""zblizaja""]",457
tlenu,oxygen,misc,(also: tlen),"[""oxygen"",""tlenu"",""tlen""]",458
należał,belonged to,misc,(also: należała),"[""belonged to"",""należał"",""nalezal"",""należała"",""nalezala""]",459
komisji,commission,misc,(also: komisja),"[""commission"",""komisji"",""komisja""]",461
śpiewa,sings,adjective,,"[""sings""]",462
trzydzieści,thirty,misc,,"[""thirty""]",463
geniusz,genius,misc,,"[""genius""]",464
cierpienia,sufferings,noun,,"[""sufferings""]",465
cameron,cameron,misc,,"[""cameron""]",466
pokoje,rooms,misc,,"[""rooms""]",467
kolesie,cronies,misc,(also: kolesi),"[""cronies"",""kolesie"",""kolesi""]",468
czyta,reads,misc,,"[""reads""]",469
innemu,other,misc,,"[""other""]",470
kazałeś,ordered,misc,(also: kazali),"[""ordered"",""kazałeś"",""kazales"",""kazali""]",471
rozrywki,entertainments,misc,,"[""entertainments""]",472
wąż,hose,misc,(also: węża),"[""hose"",""wąż"",""waz"",""węża"",""weza""]",473
niebezpiecznie,dangerously,adverb,,"[""dangerously""]",474
chęć,willingness,misc,,"[""willingness""]",475
wzrost,growth,misc,,"[""growth""]",476
spadać,drop,misc,,"[""drop""]",477
tłumaczyć,translate,verb,,"[""translate""]",478
oficera,officer,misc,"(also: oficerem, oficerze)","[""officer"",""oficera"",""oficerem"",""oficerze""]",479
nazwie,name,adverb,"(also: nazwisku, imie)","[""name"",""nazwie"",""nazwisku"",""imie""]",480
głosem,by voice,misc,,"[""by voice""]",481
zjesz,eat,misc,(also: jedzą),"[""eat"",""zjesz"",""jedzą"",""jedza""]",483
prosiła,she asked,misc,,"[""she asked""]",484
sprzętu,equipment,misc,,"[""equipment""]",485
golfa,golf,misc,,"[""golf""]",486
areszcie,detention,noun,,"[""detention""]",487
zastanów,reflect,misc,,"[""reflect""]",488
błogosławi,blesses,misc,,"[""blesses""]",489
wyspa,island,misc,,"[""island""]",490
palca,finger,misc,(also: palcem),"[""finger"",""palca"",""palcem""]",491
informacja,information,misc,,"[""information""]",492
przewidzieć,anticipate,verb,,"[""anticipate""]",493
potwory,monsters,misc,,"[""monsters""]",495
mason,mason,misc,,"[""mason""]",496
pozycje,items,misc,(also: przedmioty),"[""items"",""pozycje"",""przedmioty""]",497
wierzymy,we believe,misc,,"[""we believe""]",498
objawy,symptoms,adjective,,"[""symptoms""]",499
albert,albert,misc,,"[""albert""]",500
wzięłaś,you took,misc,,"[""you took""]",502
postrzelony,shot,adjective,"(also: strzału, zastrzelony, postrzelił)","[""shot"",""postrzelony"",""strzału"",""strzalu"",""zastrzelony"",""postrzelił"",""postrzelil""]",504
dorosłych,adults,misc,(also: dorośli),"[""adults"",""dorosłych"",""doroslych"",""dorośli"",""dorosli""]",505
księżniczko,princess,misc,,"[""princess""]",506
awans,advancement,misc,,"[""advancement""]",507
aresztowania,arrests,noun,,"[""arrests""]",508
przekażę,I will pass on,misc,,"[""i will pass on""]",509
formy,forms,misc,,"[""forms""]",510
siedziałem,sat,misc,(also: siedziała),"[""sat"",""siedziałem"",""siedzialem"",""siedziała"",""siedziala""]",511
nora,burrow,misc,,"[""burrow""]",512
wynieść,amount to,misc,(also: wynosić),"[""amount to"",""wynieść"",""wyniesc"",""wynosić"",""wynosic""]",514
poczułam,felt,misc,"(also: poczuł, czułeś)","[""felt"",""poczułam"",""poczulam"",""poczuł"",""poczul"",""czułeś"",""czules""]",515
porwanie,hijacking,noun,,"[""hijacking""]",516
mo,mo,misc,,"[""mo""]",517
wspólne,shared,adjective,,"[""shared""]",518
przypomnij,recall,misc,(also: przypominać),"[""recall"",""przypomnij"",""przypominać"",""przypominac""]",519
ryzyka,risks,misc,,"[""risks""]",520
szukacie,you are looking for,noun,,"[""you are looking for""]",521
sid,sid,misc,,"[""sid""]",522
oszustwo,scam,noun,,"[""scam""]",523
stypendium,scholarship,misc,,"[""scholarship""]",524
płaczesz,cry,misc,,"[""cry""]",525
zamieszanie,confusion,noun,,"[""confusion""]",526
musiały,must have,misc,,"[""must have""]",527
romantyczne,romantic,adjective,,"[""romantic""]",528
wizję,vision,misc,(also: wizja),"[""vision"",""wizję"",""wizje"",""wizja""]",529
grzech,sin,misc,,"[""sin""]",530
dziękczynienia,thanksgiving,noun,,"[""thanksgiving""]",531
pigułki,pills,misc,,"[""pills""]",532
pośpiechu,rush,misc,"(also: spieszyć, pośpiech)","[""rush"",""pośpiechu"",""pospiechu"",""spieszyć"",""spieszyc"",""pośpiech"",""pospiech""]",533
myslisz,think,misc,"(also: przemyśl, pomyślą)","[""think"",""myslisz"",""przemyśl"",""przemysl"",""pomyślą"",""pomysla""]",534
złapałem,caught,misc,(also: złapany),"[""caught"",""złapałem"",""zlapalem"",""złapany"",""zlapany""]",536
ellie,ellie,misc,,"[""ellie""]",537
głośniej,louder,misc,,"[""louder""]",538
pocisk,bullet,misc,,"[""bullet""]",539
tajemnicę,secret,misc,(also: tajemnicą),"[""secret"",""tajemnicę"",""tajemnice"",""tajemnicą"",""tajemnica""]",540
statków,ships,misc,,"[""ships""]",541
zapalić,light up,verb,,"[""light up""]",542
bramę,gate,misc,,"[""gate""]",543
zrozumienia,understanding,noun,,"[""understanding""]",544
prosiłam,asked,misc,"(also: poprosiła, poprosiłam)","[""asked"",""prosiłam"",""prosilam"",""poprosiła"",""poprosila"",""poprosiłam"",""poprosilam""]",545
kłamał,lied,misc,,"[""lied""]",546
krawat,tie,misc,,"[""tie""]",547
synów,sons,misc,(also: synowie),"[""sons"",""synów"",""synow"",""synowie""]",549
relacje,relations,misc,(also: stosunki),"[""relations"",""relacje"",""stosunki""]",550
porządnie,tidily,adverb,,"[""tidily""]",551
windy,elevators,misc,,"[""elevators""]",552
internet,Internet,misc,,"[""internet""]",553
wyprowadzić,exit,verb,,"[""exit""]",554
ściśle,strictly,misc,,"[""strictly""]",555
walt,walt,misc,,"[""walt""]",556
studiach,studies,misc,(also: studiów),"[""studies"",""studiach"",""studiów"",""studiow""]",557
kupuje,buys,misc,(also: kupi),"[""buys"",""kupuje"",""kupi""]",558
pyszne,delicious,adjective,,"[""delicious""]",559
zdarzy,will happen,misc,,"[""will happen""]",560
czyj,whose,misc,"(also: czyje, czyja)","[""whose"",""czyj"",""czyje"",""czyja""]",561
ogrodzie,garden,misc,(also: ogród),"[""garden"",""ogrodzie"",""ogród"",""ogrod""]",564
pokażesz,show,misc,"(also: pokazują, pokazywać, pokażemy, pokażcie)","[""show"",""pokażesz"",""pokazesz"",""pokazują"",""pokazuja"",""pokazywać"",""pokazywac"",""pokażemy"",""pokazemy"",""pokażcie"",""pokazcie""]",565
moglibyście,you could,noun,(also: mogliście),"[""you could"",""moglibyście"",""moglibyscie"",""mogliście"",""mogliscie""]",566
seksualne,sexual,adjective,,"[""sexual""]",567
spadła,dropped,misc,,"[""dropped""]",568
ufa,trusts,misc,,"[""trusts""]",569
lada,counter,misc,,"[""counter""]",570
wygram,win,misc,(also: wygraną),"[""win"",""wygram"",""wygraną"",""wygrana""]",571
judy,judy,misc,,"[""judy""]",572
pl,en,misc,,"[""en""]",573
they,they,misc,,"[""they""]",574
dumni,proud,misc,,"[""proud""]",575
schować,retract,verb,,"[""retract""]",576
naród,nation,misc,(also: narodu),"[""nation"",""naród"",""narod"",""narodu""]",577
sexy,sexy,misc,"(also: seksowna, seksowny)","[""sexy"",""seksowna"",""seksowny""]",578
sposobów,ways,misc,,"[""ways""]",579
wynośmy,let's take out,misc,,"[""let's take out""]",580
wyjazd,trip,misc,,"[""trip""]",581
maszynę,machine,misc,,"[""machine""]",582
myślach,thoughts,misc,"(also: mysle, mysli)","[""thoughts"",""myślach"",""myslach"",""mysle"",""mysli""]",583
celów,objectives,misc,,"[""objectives""]",584
saro,saro,misc,,"[""saro""]",587
ooo,ooo,misc,,"[""ooo""]",588
byciu,being,misc,,"[""being""]",589
jasny,bright,adjective,(also: jasnej),"[""bright"",""jasny"",""jasnej""]",590
trwać,last,misc,(also: zeszłego),"[""last"",""trwać"",""trwac"",""zeszłego"",""zeszlego""]",591
podpis,signature,misc,,"[""signature""]",592
smutek,sadness,misc,,"[""sadness""]",593
przyjście,arrival,noun,,"[""arrival""]",594
słabo,poorly,misc,,"[""poorly""]",595
nabrać,nab,misc,,"[""nab""]",596
minutkę,minute,misc,(also: minuta),"[""minute"",""minutkę"",""minutke"",""minuta""]",597
mody,fashions,misc,,"[""fashions""]",598
doskonała,excellent,misc,,"[""excellent""]",599
joan,joan,misc,,"[""joan""]",600
zasługuję,I deserve,misc,,"[""i deserve""]",601
posiłki,meals,misc,,"[""meals""]",602
ranę,wound,misc,,"[""wound""]",604
cierpliwości,patience,misc,(also: cierpliwość),"[""patience"",""cierpliwości"",""cierpliwosci"",""cierpliwość"",""cierpliwosc""]",605
little,little,misc,(also: mali),"[""little"",""mali""]",606
sławny,famous,adjective,,"[""famous""]",608
chorych,sick,misc,,"[""sick""]",609
if,if,misc,,"[""if""]",610
paszport,passport,misc,,"[""passport""]",611
nagły,snap,misc,(also: strzelić),"[""snap"",""nagły"",""nagly"",""strzelić"",""strzelic""]",612
mitch,mitch,misc,,"[""mitch""]",613
oprzeć,resist,verb,,"[""resist""]",616
głupią,stupid,misc,"(also: głupku, głupich)","[""stupid"",""głupią"",""glupia"",""głupku"",""glupku"",""głupich"",""glupich""]",617
zaatakować,attack,verb,(also: atakują),"[""attack"",""zaatakować"",""zaatakowac"",""atakują"",""atakuja""]",618
mozemy,can,misc,,"[""can""]",620
podwójne,double,adjective,(also: podwójnie),"[""double"",""podwójne"",""podwojne"",""podwójnie"",""podwojnie""]",621
nicky,nicky,misc,,"[""nicky""]",622
zadzwoniłeś,you called,misc,(also: zadzwoniłaś),"[""you called"",""zadzwoniłeś"",""zadzwoniles"",""zadzwoniłaś"",""zadzwonilas""]",623
przeklęty,cursed,misc,,"[""cursed""]",625
zabawki,toys,misc,,"[""toys""]",626
jacob,jacob,misc,,"[""jacob""]",627
anno,anno,misc,,"[""anno""]",628
żyli,lived,misc,(also: mieszkała),"[""lived"",""żyli"",""zyli"",""mieszkała"",""mieszkala""]",629
ned,ned,misc,,"[""ned""]",630
zmierzyć,measure,verb,(also: miarę),"[""measure"",""zmierzyć"",""zmierzyc"",""miarę"",""miare""]",631
zastanawiać,wonder,misc,(also: dziwię),"[""wonder"",""zastanawiać"",""zastanawiac"",""dziwię"",""dziwie""]",633
ktos,someone,misc,,"[""someone""]",634
fantastyczne,fantastic,adjective,,"[""fantastic""]",635
hobby,hobby,misc,,"[""hobby""]",636
demona,demon,adjective,,"[""demon""]",637
skacz,jump,misc,,"[""jump""]",638
pomyślałeś,thought,misc,"(also: uważałem, pomyśleliśmy)","[""thought"",""pomyślałeś"",""pomyslales"",""uważałem"",""uwazalem"",""pomyśleliśmy"",""pomyslelismy""]",639
zabierasz,you take,misc,,"[""you take""]",641
policjanci,cops,misc,"(also: gliniarzy, gliniarze)","[""cops"",""policjanci"",""gliniarzy"",""gliniarze""]",642
kamienie,stones,noun,,"[""stones""]",644
czwarty,fourth,misc,"(also: czwartej, czwarta)","[""fourth"",""czwarty"",""czwartej"",""czwarta""]",645
duke,duke,misc,,"[""duke""]",646
kostnicy,morgue,misc,,"[""morgue""]",647
tyłki,butts,misc,,"[""butts""]",649
kumpli,buddies,misc,,"[""buddies""]",650
podanie,request,noun,(also: prośba),"[""request"",""podanie"",""prośba"",""prosba""]",651
wysiadaj,get off,misc,(also: wysiąść),"[""get off"",""wysiadaj"",""wysiąść"",""wysiasc""]",652
rozejrzyj,look around,misc,(also: rozejrzeć),"[""look around"",""rozejrzyj"",""rozejrzeć"",""rozejrzec""]",653
niewielu,few,misc,,"[""few""]",654
basen,pool,misc,"(also: basenie, basenu)","[""pool"",""basen"",""basenie"",""basenu""]",655
przyjmuję,I accept,misc,,"[""i accept""]",656
zajmiesz,you will occupy,misc,,"[""you will occupy""]",657
kanapki,sandwiches,misc,,"[""sandwiches""]",658
żałosny,pathetic,adjective,,"[""pathetic""]",659
prawdzie,truth,misc,,"[""truth""]",661
przestała,stopped,misc,,"[""stopped""]",662
różni,various,misc,,"[""various""]",664
egzamin,exam,misc,,"[""exam""]",665
alison,alison,misc,,"[""alison""]",666
lekcję,lesson,misc,"(also: lekcja, nauczkę)","[""lesson"",""lekcję"",""lekcje"",""lekcja"",""nauczkę"",""nauczke""]",667
world,world,misc,,"[""world""]",668
ostre,sharp,misc,,"[""sharp""]",669
stałe,fixed,misc,,"[""fixed""]",670
kretyn,moron,misc,(also: kretynie),"[""moron"",""kretyn"",""kretynie""]",671
gang,gang,misc,,"[""gang""]",672
nosem,by nose,misc,,"[""by nose""]",673
bliski,close to,adjective,(also: bliska),"[""close to"",""bliski"",""bliska""]",674
opowiadał,he told,misc,(also: opowiedział),"[""he told"",""opowiadał"",""opowiadal"",""opowiedział"",""opowiedzial""]",675
zabieramy,take,misc,"(also: bierzcie, zabierać, zabierają, wziąść, take, ujęcie)","[""take"",""zabieramy"",""bierzcie"",""zabierać"",""zabierac"",""zabierają"",""zabieraja"",""wziąść"",""wziasc"",""ujęcie"",""ujecie""]",676
kirk,kirk,misc,,"[""kirk""]",677
warunkach,conditions,misc,,"[""conditions""]",679
głupoty,foolishness,misc,,"[""foolishness""]",680
sztuczki,tricks,misc,(also: sztuczek),"[""tricks"",""sztuczki"",""sztuczek""]",681
lincoln,lincoln,misc,,"[""lincoln""]",682
zastanowić,consider,verb,(also: rozważyć),"[""consider"",""zastanowić"",""zastanowic"",""rozważyć"",""rozwazyc""]",683
stephen,stephen,misc,,"[""stephen""]",684
jakkolwiek,however,misc,,"[""however""]",685
wózek,cart,misc,"(also: wozie, wózku)","[""cart"",""wózek"",""wozek"",""wozie"",""wózku"",""wozku""]",686
spadnie,will drop,adverb,,"[""will drop""]",688
stoją,stand,misc,"(also: stanę, stójcie)","[""stand"",""stoją"",""stoja"",""stanę"",""stane"",""stójcie"",""stojcie""]",689
czymkolwiek,whatever,misc,,"[""whatever""]",690
spotykasz,you meet,misc,,"[""you meet""]",691
manny,manny,adjective,,"[""manny""]",692
majtki,briefs,misc,,"[""briefs""]",693
kurewsko,hen,misc,,"[""hen""]",694
joseph,joseph,misc,,"[""joseph""]",695
dyrektorem,director,misc,,"[""director""]",696
posprzątać,clean up,misc,,"[""clean up""]",698
bolesne,painful,adjective,,"[""painful""]",699
zwycięstwa,victories,adjective,,"[""victories""]",700
leczenia,treatments,noun,,"[""treatments""]",701
poprzednich,previous,misc,"(also: poprzednim, poprzedniego)","[""previous"",""poprzednich"",""poprzednim"",""poprzedniego""]",702
słowem,in a word,misc,,"[""in a word""]",703
rekord,record,misc,(also: zapis),"[""record"",""rekord"",""zapis""]",704
hong,hong,misc,,"[""hong""]",705
największych,largest,misc,,"[""largest""]",706
walczą,are fighting,misc,,"[""are fighting""]",708
słodko,sweetly,misc,,"[""sweetly""]",709
czesc,Hi,misc,(also: hi),"[""hi"",""czesc""]",711
oglądasz,you are watching,misc,,"[""you are watching""]",712
ruby,ruby,misc,,"[""ruby""]",713
dyskusji,discussions,misc,,"[""discussions""]",714
znaczyło,meant,misc,,"[""meant""]",715
wyjaśnienia,clarification,noun,(also: wyjaśnienie),"[""clarification"",""wyjaśnienia"",""wyjasnienia"",""wyjaśnienie"",""wyjasnienie""]",716
wyjeżdżasz,you are leaving,misc,(also: odchodzisz),"[""you are leaving"",""wyjeżdżasz"",""wyjezdzasz"",""odchodzisz""]",717
mia,mia,misc,,"[""mia""]",718
byłyśmy,we were,misc,,"[""we were""]",719
zack,zack,misc,,"[""zack""]",720
petera,petera,misc,,"[""petera""]",721
stek,steak,misc,,"[""steak""]",722
stracimy,we will lose,misc,,"[""we will lose""]",723
willie,willie,misc,,"[""willie""]",724
pasy,belts,misc,,"[""belts""]",725
róg,corner,misc,(also: rogiem),"[""corner"",""róg"",""rog"",""rogiem""]",728
chroni,protects,misc,,"[""protects""]",729
związki,compounds,misc,(also: związków),"[""compounds"",""związki"",""zwiazki"",""związków"",""zwiazkow""]",730
zajęci,busy,misc,(also: zajęte),"[""busy"",""zajęci"",""zajeci"",""zajęte"",""zajete""]",731
słuchał,listened to,misc,,"[""listened to""]",732
rozmowie,interview,adverb,,"[""interview""]",733
times,times,misc,,"[""times""]",734
filmach,videos,misc,,"[""videos""]",735
transportu,transportation,misc,,"[""transportation""]",736
interesie,Interest,misc,(also: zainteresowanie),"[""interest"",""interesie"",""zainteresowanie""]",737
zajęcie,seizure,noun,,"[""seizure""]",738
wstydzić,shame,verb,(also: wstydu),"[""shame"",""wstydzić"",""wstydzic"",""wstydu""]",739
wlasnie,just,adverb,,"[""just""]",740
dziękować,thank you,verb,(also: dziekuję),"[""thank you"",""dziękować"",""dziekowac"",""dziekuję"",""dziekuje""]",741
odważny,bold,adjective,,"[""bold""]",742
myliłem,confused,misc,,"[""confused""]",743
wysłali,sent,misc,(also: wysłała),"[""sent"",""wysłali"",""wyslali"",""wysłała"",""wyslala""]",745
wyborów,elections,misc,,"[""elections""]",746
rannych,injured,misc,,"[""injured""]",747
long,long,misc,,"[""long""]",748
louise,louise,misc,,"[""louise""]",749
ukryte,hidden,misc,(also: ukryty),"[""hidden"",""ukryte"",""ukryty""]",751
technologia,technology,misc,,"[""technology""]",752
shaw,shaw,misc,,"[""shaw""]",753
śniegu,snow,misc,,"[""snow""]",754
adama,adama,misc,,"[""adama""]",755
rzucać,dash,misc,(also: odrobina),"[""dash"",""rzucać"",""rzucac"",""odrobina""]",756
bestia,beast,misc,,"[""beast""]",757
odejdzie,will leave,misc,"(also: zostawi, opuści)","[""will leave"",""odejdzie"",""zostawi"",""opuści"",""opusci""]",758
testu,test,misc,,"[""test""]",759
dbać,care,misc,"(also: opieką, dbaj, opiece)","[""care"",""dbać"",""dbac"",""opieką"",""opieka"",""dbaj"",""opiece""]",760
typie,type,misc,,"[""type""]",761
beach,beach,misc,(also: plażę),"[""beach"",""plażę"",""plaze""]",763
ośmiu,eight,misc,,"[""eight""]",764
waszyngtonu,washington,misc,"(also: waszyngtonie, washington, waszyngton)","[""washington"",""waszyngtonu"",""waszyngtonie"",""waszyngton""]",765
polegać,consist of,misc,,"[""consist of""]",766
przeciągu,draught,misc,,"[""draught""]",767
sport,sport,misc,,"[""sport""]",768
wogóle,at all,misc,,"[""at all""]",769
wizji,visions,misc,(also: wizje),"[""visions"",""wizji"",""wizje""]",770
właściciela,owner,misc,,"[""owner""]",771
houston,houston,misc,,"[""houston""]",773
grey,grey,misc,,"[""grey""]",774
wystarczyć,suffice,verb,,"[""suffice""]",775
jan,jan,misc,,"[""jan""]",776
niezwykłego,unusual,misc,,"[""unusual""]",778
największa,greatest,misc,,"[""greatest""]",779
otrzymał,received,misc,(also: otrzymałem),"[""received"",""otrzymał"",""otrzymal"",""otrzymałem"",""otrzymalem""]",780
jednostek,units,misc,,"[""units""]",781
samolotem,by plane,misc,,"[""by plane""]",782
wieków,ages,misc,,"[""ages""]",783
stopień,degree,misc,(also: stopniu),"[""degree"",""stopień"",""stopien"",""stopniu""]",784
głupota,stupidity,misc,,"[""stupidity""]",785
znane,known,adjective,(also: znana),"[""known"",""znane"",""znana""]",786
odpowiedzialna,responsible,adjective,,"[""responsible""]",787
statkiem,by ship,misc,,"[""by ship""]",788
kennedy,kennedy,misc,,"[""kennedy""]",789
odłożyć,put down,verb,,"[""put down""]",790
wszelką,any,misc,(also: wszelkich),"[""any"",""wszelką"",""wszelka"",""wszelkich""]",793
becky,becky,misc,,"[""becky""]",794
opiekować,look after,verb,,"[""look after""]",795
późna,late,adjective,"(also: spóźniłeś, spóźnię, spóźniony, spóźnimy, spóźniona)","[""late"",""późna"",""pozna"",""spóźniłeś"",""spozniles"",""spóźnię"",""spoznie"",""spóźniony"",""spozniony"",""spóźnimy"",""spoznimy"",""spóźniona"",""spozniona""]",796
pochodzę,I come from,misc,,"[""i come from""]",797
patrzyłem,viewed,misc,(also: oglądał),"[""viewed"",""patrzyłem"",""patrzylem"",""oglądał"",""ogladal""]",798
adwokatem,advocate,misc,,"[""advocate""]",799
sprawdziliśmy,we checked,misc,,"[""we checked""]",800
fragment,excerpt,misc,,"[""excerpt""]",801
południa,south,noun,(also: south),"[""south"",""południa"",""poludnia""]",802
zerwać,rip off,misc,,"[""rip off""]",803
grupą,group,misc,,"[""group""]",805
obecny,current,adjective,(also: prądu),"[""current"",""obecny"",""prądu"",""pradu""]",806
lojalność,loyalty,noun,,"[""loyalty""]",807
odpocznij,rest,misc,(also: odpoczynku),"[""rest"",""odpocznij"",""odpoczynku""]",808
nienawidzą,hate,misc,(also: nienawidzić),"[""hate"",""nienawidzą"",""nienawidza"",""nienawidzić"",""nienawidzic""]",809
fascynujące,fascinating,misc,,"[""fascinating""]",811
norman,norman,misc,,"[""norman""]",812
umrzemy,we will die,misc,,"[""we will die""]",813
porusza,moves,misc,,"[""moves""]",814
płyty,boards,misc,,"[""boards""]",816
chwała,praise,misc,,"[""praise""]",817
zniszczenie,destruction of,noun,,"[""destruction of""]",818
narkotykami,drugs,misc,,"[""drugs""]",819
rocky,rocky,misc,,"[""rocky""]",820
puśćcie,release,noun,"(also: zwolnienie, uwolnij)","[""release"",""puśćcie"",""pusccie"",""zwolnienie"",""uwolnij""]",821
gębę,mouth,misc,,"[""mouth""]",822
przesuń,move,misc,(also: przesunąć),"[""move"",""przesuń"",""przesun"",""przesunąć"",""przesunac""]",823
dacie,date,noun,(also: datę),"[""date"",""dacie"",""datę""]",825
uruchomić,launch,verb,(also: startu),"[""launch"",""uruchomić"",""uruchomic"",""startu""]",826
nazwiskiem,surname,misc,,"[""surname""]",827
układa,arranges,misc,,"[""arranges""]",828
wkurza,pisses,misc,,"[""pisses""]",829
dziwi,surprises,misc,(also: niespodzianek),"[""surprises"",""dziwi"",""niespodzianek""]",830
troy,troy,misc,,"[""troy""]",831
bailey,bailey,misc,,"[""bailey""]",832
gorszy,inferior,misc,"(also: gorszego, gorsza)","[""inferior"",""gorszy"",""gorszego"",""gorsza""]",833
otwarta,open,misc,"(also: otwórzcie, otwieram)","[""open"",""otwarta"",""otwórzcie"",""otworzcie"",""otwieram""]",834
ve,ve,misc,,"[""ve""]",837
rozwiązania,solutions,noun,,"[""solutions""]",838
losu,fate,misc,,"[""fate""]",839
herbata,tea,misc,,"[""tea""]",840
ludzkość,humanity,noun,,"[""humanity""]",841
doyle,doyle,misc,,"[""doyle""]",842
wieloma,many,misc,,"[""many""]",843
rozkazu,order,misc,(also: zlecenie),"[""order"",""rozkazu"",""zlecenie""]",844
leonard,leonard,misc,,"[""leonard""]",845
pomyśli,thinks,misc,,"[""thinks""]",846
